id	gender	role	language_english	duration_in_days	publications	organic_tweets	follower_global	followees_global	follower_researcher	follower_researcher_phd	follower_researcher_prof	follower_researcher_male	follower_researcher_female	follower_researcher_male_phd	follower_researcher_male_prof	follower_researcher_female_phd	follower_researcher_female_prof	follower_reciprocal_researcher	follower_reciprocal_researcher_phd	follower_reciprocal_researcher_prof	follower_reciprocal_researcher_male	follower_reciprocal_researcher_female	follower_reciprocal_researcher_male_phd	follower_reciprocal_researcher_male_prof	follower_reciprocal_researcher_female_phd	follower_reciprocal_researcher_female_prof	633	NA	NA	1	2728	24	277	92876	1056	844	151	98	402	159	54	50	30	18	75	6	18	36	18	1	8	2	6
1750471	male	NA	1	2477	29	664	205	90	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1783481	female	NA	1	2477	5	1662	9883	1181	9	0	2	8	1	0	1	0	1	4	0	1	3	1	0	0	0	1
1833561	male	NA	1	2476	5	966	4189	180	44	6	8	24	7	4	6	0	0	7	2	2	4	1	1	2	0	0
1845211	male	phd	1	2476	3	77	693	706	22	3	3	12	2	2	2	0	0	14	2	2	8	2	1	2	0	0
1851621	NA	NA	1	2476	3	923	683	1136	28	6	2	13	3	2	2	1	0	17	2	0	9	2	1	0	0	0
1855871	NA	NA	1	2476	23	213	712	356	68	9	6	32	6	3	5	1	0	41	5	4	23	3	2	4	1	0
1857391	NA	NA	1	2476	5	320	668	459	9	1	0	3	0	0	0	0	0	8	1	0	2	0	0	0	0	0
1866731	male	NA	1	2476	120	687	1657	1414	72	11	7	36	16	4	2	3	2	64	11	7	33	13	4	2	3	2
1874641	NA	NA	1	2476	1	35	886	1077	7	0	2	4	3	0	2	0	0	5	0	2	3	2	0	2	0	0
1955231	NA	NA	1	2476	10	0	54	5	3	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1991321	female	NA	1	2475	24	439	456	460	33	2	2	14	3	1	0	1	0	27	1	2	10	3	0	0	1	0
